Date,Open,High,Low,Close,O2C,O2L,O2H
2000-01-01,35.97575906442245,36.35888748896369,32.891575246865465,34.15589904785156,-0.0505857294994673,-0.0857294994675186,0.0106496272630458
2000-01-08,34.768898237521505,35.01793166842386,31.110022445033017,34.40492630004883,-0.0104683195592286,-0.1052341597796142,0.0071625344352617
2000-01-15,34.27083399439433,35.70756543630577,31.646404560502756,31.79965591430664,-0.0721073225265512,-0.0765790944661822,0.0419228619340412
2000-01-22,31.8140319006437,32.393513740170704,29.807396439802258,30.11389923095703,-0.0534397109739576,-0.0630739123889809,0.0182146620502785
2000-01-29,29.922339703959803,33.10230666353556,29.079456895397556,32.66170883178711,0.0915492957746478,-0.028169014084507,0.1062740076824584
2000-02-05,32.7383088856805,33.71528592088805,30.382070153709343,30.631103515625,-0.064365125804564,-0.071971913399649,0.029842012873025
2000-02-12,31.028599519936527,31.18663992496167,29.079434524626425,29.136903762817383,-0.0609661984874209,-0.062818336162988,0.0050933786078098
2000-02-19,29.156067406290777,29.769072765687163,27.738492512686623,27.987525939941406,-0.0400788436268068,-0.0486202365308804,0.0210249671484888
2000-02-26,27.661859777720917,30.30544471492693,27.010541749713635,29.462562561035156,0.0650969529085871,-0.0235457063711912,0.095567867036011
2000-03-04,29.424254766785275,31.41652201661969,27.62355167558878,30.956768035888672,0.0520833333333332,-0.0611979166666667,0.0677083333333332
2000-03-11,29.922337418082375,30.72690731024592,28.5813875978098,30.458717346191406,0.0179257362355954,-0.0448143405889884,0.026888604353393
2000-03-18,30.26714566171536,35.247815200984974,29.577514494739567,34.23252487182617,0.1310126582278481,-0.0227848101265822,0.1645569620253163
2000-03-25,33.03045347213745,33.3896363067627,31.378212432861325,32.56591033935547,-0.0140640858344207,-0.050021748586342,0.0108742931709438
2000-04-01,28.945347366333007,29.577509155273436,26.033571853637696,27.297895431518555,-0.0569159497021839,-0.1005956320317669,0.0218398411647915
2000-04-08,27.16380214851984,27.16380214851984,22.451323073388753,22.719512939453125,-0.1636107193229901,-0.1734837799717913,0.0
2000-04-15,22.75781858901796,25.114057382325377,22.374690329943583,24.194549560546875,0.0631313131313131,-0.0168350168350167,0.1035353535353535
2000-04-22,20.612304352517626,21.80000218695637,19.92267335187577,21.37856101989746,0.0371747211895911,-0.0334572490706319,0.0576208178438661
2000-04-29,22.336388603036134,22.6812042075427,21.091221142318,21.80000877380371,-0.0240137221269295,-0.0557461406518009,0.0154373927958833
2000-05-06,21.742533312181685,21.87662823128765,20.15255069992523,21.091215133666992,-0.0299559471365638,-0.0731277533039646,0.0061674008810572
2000-05-13,21.148683927244686,21.646750758864577,19.7694219319896,19.941829681396484,-0.0570652173913043,-0.0652173913043478,0.023550724637681
2000-05-20,19.960987719732778,20.401585337346837,18.50509993979065,18.83075904846191,-0.0566218809980807,-0.0729366602687141,0.0220729366602687
2000-05-27,19.13726451776704,20.459057562537737,19.0031695711961,20.324962615966797,0.0620620620620621,-0.0070070070070069,0.0690690690690691
2000-06-03,20.233965472239564,22.10650523546931,20.22917636798578,21.091215133666992,0.0423668639053254,-0.0002366863905325,0.0925443786982249
2000-06-10,21.148692049721415,22.41301603095476,20.26749654764969,22.24060821533203,0.0516304347826086,-0.0416666666666667,0.0597826086956522
2000-06-17,22.24059997982108,25.1906881769722,22.06819222803952,23.811426162719727,0.0706287683031868,-0.0077519379844961,0.1326442721791559
2000-06-24,23.75396293401718,24.558532646298406,23.50492945164442,24.520219802856445,0.032258064516129,-0.010483870967742,0.0338709677419354
2000-07-01,24.424433199370775,25.40141052734561,23.983835580872327,25.133220672607425,0.0290196078431373,-0.0180392156862744,0.04
2000-07-08,24.730929123251,24.92249325278819,23.658169997842748,24.194549560546875,-0.021688613477924,-0.0433772269558481,0.0077459333849728
2000-07-15,23.98384059289456,24.38612545906931,22.029885528617207,22.16398048400879,-0.0758785942492013,-0.0814696485623003,0.0167731629392971
2000-07-22,22.08735529980852,22.106511722444953,20.612310756803097,21.359411239624023,-0.0329575021682568,-0.0667823070251518,0.0008673026886382
2000-07-29,21.512655537555272,21.80000178249145,20.88049379869568,21.186996459960938,-0.0151380231522706,-0.0293855743544078,0.0133570792520034
2000-08-05,21.51265295422005,22.949384006371883,21.378558056019216,22.20228385925293,0.0320569902048085,-0.0062333036509349,0.0667853962600179
2000-08-12,22.16397296207052,22.489632028928945,21.45518558126101,21.761688232421875,-0.0181503889369058,-0.0319792566983577,0.0146931719965427
2000-08-19,21.66591354808976,22.202293370677307,21.43603648126653,21.646757125854492,-0.0008841732979664,-0.0106100795755967,0.0247568523430592
2000-08-26,21.512649536132812,22.298062386517003,21.35939824825297,21.512649536132812,0.0,-0.0071237756010686,0.0365093499554764
2000-09-02,21.455195076945024,22.087357074747867,21.206161562659055,21.244474411010746,-0.0098214285714286,-0.0116071428571428,0.0294642857142856
2000-09-09,21.186998220590446,21.359405981879156,19.405451353940435,19.673641204833984,-0.0714285714285715,-0.0840867992766727,0.008137432188065
2000-09-16,19.69279801138776,20.15255205056413,18.696664259838965,19.386295318603516,-0.0155642023346303,-0.0505836575875486,0.0233463035019454
2000-09-23,19.38629446079076,20.19086399374848,17.968719569389066,18.485942840576172,-0.0464426877470355,-0.0731225296442687,0.0415019762845849
2000-09-30,18.543410980258937,18.63919306176854,16.70439501527458,17.030054092407227,-0.0816115702479338,-0.0991735537190081,0.0051652892561984
2000-10-07,17.049212278321733,17.451497062416966,15.976452854067782,16.474519729614258,-0.0337078651685393,-0.0629213483146066,0.0235955056179775
2000-10-14,16.39789267491517,20.26748884352833,14.846222924134649,19.98014259338379,0.2184579439252337,-0.0946261682242989,0.235981308411215
2000-10-21,19.80773270273253,21.2061509689796,18.4476272656977,20.746397018432617,0.0473887814313346,-0.0686653771760154,0.0705996131528046
2000-10-28,20.688936631758136,21.71380525194245,20.65062378614377,20.918813705444336,0.011111111111111,-0.0018518518518518,0.049537037037037
2000-11-04,21.052898468909323,22.183126867149223,20.47820606302463,20.65061378479004,-0.0191082802547769,-0.02729754322111,0.0536851683348498
2000-11-11,20.439893422191496,21.914937277401194,19.740684321994692,21.167837142944336,0.0356138706654172,-0.0342080599812558,0.0721649484536083
2000-11-18,20.880491514095137,21.589278840720382,20.09507853053743,21.43602752685547,0.026605504587156,-0.0376146788990824,0.0339449541284404
2000-11-25,21.895783481218956,22.144816889141833,17.183305146678393,17.355712890625,-0.2073490813648293,-0.2152230971128609,0.0113735783027122
2000-12-02,17.547272569413302,18.54340594671624,16.014759681254933,16.68523406982422,-0.0491266375545852,-0.0873362445414848,0.0567685589519649
2000-12-09,17.01089526010438,18.543408346600273,14.635499976035751,15.07609748840332,-0.1137387387387386,-0.1396396396396396,0.0900900900900902
2000-12-16,15.018632316332647,15.325135016665966,12.355890107186935,14.233219146728516,-0.052295918367347,-0.1772959183673469,0.020408163265306
2000-12-23,14.367312107031214,14.884535342884336,13.1796143061833,13.29455280303955,-0.0746666666666666,-0.0826666666666667,0.0359999999999999
2000-12-30,13.524435659704622,15.478390953316335,13.141307170761149,15.056949615478516,0.1133144475920679,-0.0283286118980169,0.1444759206798866
2001-01-06,14.999475383312902,17.087524957745988,14.30984433120656,16.39789390563965,0.0932311621966795,-0.0459770114942529,0.1392081736909323
2001-01-13,16.35958170890808,18.830759742220895,15.66995062984404,18.696664810180664,0.1428571428571428,-0.0421545667447306,0.1510538641686183
2001-01-20,18.620044447481632,19.711960634216663,18.064508141949773,19.61617851257324,0.0534979423868312,-0.029835390946502,0.0586419753086419
2001-01-27,19.482082851131555,19.846054900464395,18.50510524502761,18.63920021057129,-0.0432645034414946,-0.0501474926253688,0.0186823992133726
2001-02-03,18.620037990191015,19.941830810482355,17.930406953517277,18.121971130371097,-0.0267489711934154,-0.0370370370370368,0.0709876543209877
2001-02-10,18.02619083783099,18.71582194321028,17.20246479529461,17.566436767578125,-0.0255047821466525,-0.0456960680127523,0.0382571732199786
2001-02-17,17.585593820143377,17.853783704110704,16.512834284274064,17.39402961730957,-0.0108932461873638,-0.0610021786492374,0.0152505446623093
2001-02-24,17.662212678852523,18.754128213228437,17.240771595409186,17.374866485595703,-0.0162689804772234,-0.0238611713665944,0.0618221258134489
2001-03-03,17.547274201549794,18.73497180034465,16.819330511965852,17.374866485595703,-0.0098253275109169,-0.0414847161572051,0.0676855895196506
2001-03-10,16.761865539375993,17.188095834520126,15.823201069170938,16.723552703857422,-0.0022857142857141,-0.0559999999999999,0.0254285714285714
2001-03-17,16.704401140581837,17.47065807363605,15.248512967778831,17.336563110351562,0.0378440366972477,-0.0871559633027523,0.0458715596330274
2001-03-24,17.50896790422712,17.949565564836774,16.51283406284877,16.76186752319336,-0.0426695842450765,-0.0568927789934354,0.025164113785558
2001-03-31,16.800177483988286,17.585590570468927,15.650792479382474,17.22161865234375,0.0250855188141391,-0.0684150513112884,0.0467502850627139
2001-04-07,17.338864755506147,19.09819148939722,17.059947230900725,19.058345794677734,0.0991691822629591,-0.0160862621941179,0.101467238985896
2001-04-14,18.81926719330912,21.79234259732703,18.402423313289308,21.1486873626709,0.123778473701142,-0.022149846523674,0.1579804023971207
2001-04-21,20.875897164904472,21.761689699397095,20.29354162075577,20.572460174560547,-0.0145352790324168,-0.0278960726597048,0.0424313516921214
2001-04-28,21.004631696277965,21.80766969008306,20.719584064064307,21.685068130493164,0.0323945901101314,-0.0135707036588586,0.0382314722493988
2001-05-05,21.709582980778897,22.11416638002462,21.04140711885781,21.271284103393555,-0.0201891891600772,-0.0307779224738066,0.018636166323597
2001-05-12,21.18853511072226,21.49810355532922,20.61231075957579,20.86977195739746,-0.0150441336156123,-0.0271951009418709,0.0146101862629618
2001-05-19,20.857513707156578,22.037548862855783,20.765561943988132,21.734111785888672,0.04202792773097,-0.004408567792857,0.0565760220641407
2001-05-26,21.70039386981916,21.991570523256744,20.96478686198237,21.55940055847168,-0.0064972696898175,-0.0338983251755568,0.0134180354137512
2001-06-02,21.623768688906917,22.604576496430788,21.39389163979067,22.43293571472168,0.0374202590425353,-0.0106307578675762,0.0453578569783272
2001-06-09,22.328725048175755,22.328725048175755,20.35178323025611,20.848316192626953,-0.0663006442309051,-0.0885380519332947,0.0
2001-06-16,20.82685287831668,21.642151000680595,20.23223936324557,21.096576690673828,0.0129507714839605,-0.0285503296415071,0.0391464868517287
2001-06-23,21.17933755901392,23.340182678007334,20.750233281814424,22.374698638916016,0.0564399654413813,-0.0202605145701013,0.1020260956213788
2001-06-30,22.083516873427083,22.420669320825965,20.128028469340197,20.2475643157959,-0.0831367833372759,-0.0885496823397685,0.0152671537478061
2001-07-07,20.290478223567927,22.08352092633311,19.67747281091113,21.865901947021484,0.0776434988912021,-0.0302114817552587,0.088368676332257
2001-07-14,21.89961162995863,22.374691634277397,20.82378909943176,21.2038516998291,-0.0317704232333385,-0.049125187638266,0.0216935355907799
2001-07-21,21.22224253751723,21.22224253751723,19.937998041923727,20.066728591918945,-0.0544482489800753,-0.0605140806077953,0.0
2001-07-28,20.121901891550696,20.70119178354872,20.08818640886891,20.501964569091797,0.0188880096717245,-0.0016755614287106,0.0287890227832426
2001-08-04,20.39162055641853,20.609237153316418,19.27901679915565,20.08205223083496,-0.0151811536864895,-0.0545618115139296,0.0106718637832531
2001-08-11,19.99623284095656,20.25675963371451,18.84991354976377,18.966384887695312,-0.0515020984928671,-0.0573267625112308,0.0130287937148007
