Date,Open,High,Low,Close,O2C,O2L,O2H
2000-01-01,0.7879830881646375,0.8452735733670756,0.7137864894683259,0.7475978136062622,-0.0512514483685687,-0.094160141011566,0.072705221803527
2000-01-08,0.7663815530532985,0.7682598323803979,0.649921463397347,0.754641592502594,-0.0153186888488272,-0.1519609771294327,0.0024508409937794
2000-01-15,0.7588683336756239,0.9128953732289072,0.7546413912439406,0.8363518118858337,0.1021039813783163,-0.0055700603703014,0.2029693857526564
2000-01-22,0.8147501765978326,0.8579528520822862,0.7560509841194963,0.7635640501976013,-0.0628243207187387,-0.0720456333295287,0.0530256718260017
2000-01-29,0.7588685817940045,0.8264903533618376,0.7100302566875396,0.8114634156227112,0.0693069064796038,-0.0643567625253487,0.089108672028524
2000-02-05,0.8114635897633684,0.8800244906853939,0.7959670161406657,0.8170983791351318,0.0069439829991714,-0.0190970658673936,0.0844904217353961
2000-02-12,0.8213242279107786,0.9011564394746252,0.8161589724108972,0.8358824849128723,0.0177253470765447,-0.0062889359942789,0.0971993871006551
2000-02-19,0.8274293867732836,0.8950511977617621,0.801601506201467,0.8293076157569885,0.0022699568249919,-0.0312146039102349,0.0817251744613307
2000-02-26,0.8274290998327231,0.9922570031889508,0.8142803980232166,0.9617334604263306,0.1623152492712174,-0.0158910314033729,0.1992048664828805
2000-03-04,0.946706858477197,0.9701868775791148,0.8884772457391221,0.9448286294937134,-0.0019839604695637,-0.0615075429280599,0.0248017840915255
2000-03-11,0.9175921796636632,0.950463548885822,0.8565442619556738,0.939193069934845,0.0235408395471499,-0.0665305557969838,0.0358235062925312
2000-03-18,0.9279234409043072,1.1298496755893452,0.9138355687317082,1.0420348644256592,0.122975041357016,-0.0151821492502331,0.2176108779925322
2000-03-25,1.0340520707798353,1.0875859549072784,0.9424806179245891,1.020433783531189,-0.0131698273553826,-0.0885559397276647,0.0517709752150781
2000-04-01,1.0180854777349029,1.048140260148113,0.8772070269729834,0.989909827709198,-0.0276751320413601,-0.1383758572761042,0.0295208831384941
2000-04-08,0.9894400074319746,0.9974235092924784,0.7879833104925793,0.8405781388282776,-0.1504506260971375,-0.2036067830552583,0.0080687073501551
2000-04-15,0.8227336514333653,0.978638984175428,0.8194458230327181,0.8931728005409241,0.0856159815328324,-0.0039962245313768,0.1894967253016144
2000-04-22,0.8640580114763962,0.9673694273954888,0.8621797826027092,0.932149350643158,0.0788041291931495,-0.0021737300606444,0.1195653700873242
2000-04-29,0.9382538293047308,0.9485851426398824,0.8307163607988431,0.8499703407287598,-0.0940933954315871,-0.1146144733409459,0.0110112136102949
2000-05-06,0.8422216566658692,0.8541964591680052,0.7419624546862916,0.8086459636688232,-0.0398656253152681,-0.1190413487780366,0.0142181127822585
2000-05-13,0.8119328639427087,0.8194459307689843,0.7015771492369611,0.7062736749649048,-0.1301329132863618,-0.1359172902176484,0.0092533104150908
