Date,Close,High,Low,Open,Volume,O2C,O2L,O2H
2010-06-29,1.5926669836044312,1.6666669845581057,1.1693329811096191,1.2666670083999634,281494500,0.257368332041952,-0.07684263239262484,0.3157893696650526
2010-06-30,1.5886670351028442,2.0280001163482666,1.553333044052124,1.7193330526351929,257806500,-0.07599808386867164,-0.09654907077406755,0.17952720866965532
2010-07-01,1.4639999866485596,1.7280000448226929,1.3513330221176147,1.6666669845581057,123282000,-0.1216001755523348,-0.1892003413771933,0.036799829139741926
2010-07-02,1.2799999713897705,1.5399999618530271,1.24733304977417,1.5333329439163208,77097000,-0.1652171979553943,-0.18652171746318316,0.004348056280378309
2010-07-06,1.0740000009536743,1.3333330154418943,1.0553330183029177,1.3333330154418943,103003500,-0.19449980723853272,-0.20850004756451757,0.0
2010-07-07,1.053333044052124,1.108667016029358,0.9986670017242432,1.0933330059051514,103825500,-0.036585341919603054,-0.08658478585171392,0.014025013460113905
2010-07-08,1.1640000343322754,1.1679999828338623,1.037999987602234,1.0759999752044678,115671000,0.08178444345324946,-0.035315974421851345,0.08550186779689484
2010-07-09,1.159999966621399,1.1933330297470093,1.1033329963684082,1.1720000505447388,60759000,-0.010238979015199082,-0.05858963414243414,0.018202199899526508
2010-07-12,1.136667013168335,1.2046669721603394,1.1333329677581787,1.196666955947876,33037500,-0.050139215828864644,-0.052925325525956905,0.006685248700735278
2010-07-13,1.2093329429626465,1.2426669597625732,1.126667022705078,1.1593329906463623,40201500,0.04312820623555941,-0.02817651891634013,0.07188096068045971
2010-07-14,1.3226670026779177,1.3433330059051514,1.184000015258789,1.1959999799728394,62928000,0.10590888363389012,-0.010033415480761804,0.12318815083563621
2010-07-15,1.3259999752044678,1.4333330392837524,1.2666670083999634,1.329332947731018,56097000,-0.0025072518756412395,-0.04714089080393029,0.0782347956772212
2010-07-16,1.3760000467300415,1.4199999570846558,1.3366669416427612,1.3799999952316284,39319500,-0.0028985134169623936,-0.03140076357869398,0.02898547970379774
2010-07-19,1.4606670141220093,1.4833329916000366,1.3946670293807983,1.4246670007705688,37297500,0.025269072233700136,-0.02105753230301834,0.04117873917044244
2010-07-20,1.3533329963684082,1.4566669464111328,1.3366669416427612,1.4566669464111328,27379500,-0.0709386248499109,-0.08237985015313344,0.0
2010-07-21,1.3480000495910645,1.3933329582214355,1.2999999523162842,1.3773330450057983,18787500,-0.02129695175839653,-0.056146981276550004,0.01161658995524198
2010-07-22,1.399999976158142,1.4166669845581057,1.3580000400543213,1.3666670322418213,14367000,0.024389952438995242,-0.006341699904242983,0.036585321176780455
2010-07-23,1.4193329811096191,1.4373329877853394,1.4040000438690186,1.4126670360565186,9804000,0.0047186951227436245,-0.006135198150934448,0.01746055588419206
2010-07-26,1.3966670036315918,1.4333330392837524,1.3533329963684082,1.4333330392837524,13833000,-0.025580960354114873,-0.055813994879599566,0.0
2010-07-27,1.3700000047683716,1.4119999408721924,1.3506669998168943,1.3940000534057615,9295500,-0.01721667698559553,-0.031085403105256502,0.01291240084421398
2010-07-28,1.3813329935073853,1.3933329582214355,1.3673330545425415,1.3700000047683716,7008000,0.008272254525232474,-0.0019466789901807222,0.01703135282616945
2010-07-29,1.3566670417785645,1.3919999599456787,1.3333330154418943,1.3846670389175415,9240000,-0.020221465776253292,-0.03707318946205102,0.005295800955780454
2010-07-30,1.329332947731018,1.3626669645309448,1.303333044052124,1.3466670513153076,6403500,-0.01287185542065435,-0.03217870907352986,0.011881120281371612
2010-08-02,1.3946670293807983,1.3980000019073486,1.3553329706192017,1.3666670322418213,10771500,0.020487797304254183,-0.008293213603043989,0.02292655703718125
2010-08-03,1.463333010673523,1.463333010673523,1.3880000114440918,1.399999976158142,18457500,0.04523788256709716,-0.008571403513148912,0.04523788256709716
2010-08-04,1.4173330068588257,1.4786670207977295,1.3899999856948853,1.463333010673523,13695000,-0.0314350892648318,-0.050113695545544325,0.01047882471888529
2010-08-05,1.363332986831665,1.4366669654846191,1.3366669416427612,1.4359999895095823,11943000,-0.05060376268020325,-0.06917343216746467,0.00046446795258308217
2010-08-06,1.305999994277954,1.343999981880188,1.301332950592041,1.340000033378601,11128500,-0.025373162875915144,-0.028856031211482166,0.002985036120858645
2010-08-09,1.3066669702529907,1.3320000171661377,1.296666979789734,1.3266669511795044,12190500,-0.015075359274407356,-0.022613038911610865,0.004019898122804531
2010-08-10,1.2686669826507568,1.309999942779541,1.254667043685913,1.309999942779541,19219500,-0.03155187933908183,-0.042238856114927226,0.0
2010-08-11,1.1933330297470093,1.2586669921875,1.190000057220459,1.246000051498413,11964000,-0.04226887606310094,-0.04494381377481462,0.010166083599959665
2010-08-12,1.1733330488204956,1.1933330297470093,1.1593329906463623,1.1866669654846191,10365000,-0.011236443797589106,-0.023034242658886185,0.005617468469485711
2010-08-13,1.2213330268859863,1.2300000190734863,1.1773329973220823,1.212000012397766,9510000,0.007700506924712339,-0.02860314745962745,0.014851490504616448
2010-08-16,1.2519999742507937,1.2533329725265503,1.21733295917511,1.2300000190734863,7287000,0.017886142143216474,-0.010298422521910098,0.018969880561985536
2010-08-17,1.2766669988632202,1.2933330535888672,1.2519999742507937,1.2640000581741333,6718500,0.010021313375083619,-0.009493736844184896,0.023206482646136766
2010-08-18,1.2513329982757568,1.305999994277954,1.2400000095367432,1.305999994277954,9019500,-0.041858343217237845,-0.05053597628666165,0.0
2010-08-19,1.25266695022583,1.2833329439163208,1.222000002861023,1.2359999418258667,8686500,0.01348463526247601,-0.011326811993342411,0.038295310937095976
2010-08-20,1.273332953453064,1.27400004863739,1.2339999675750732,1.2433329820632937,4440000,0.02412867013306906,-0.007506448089820983,0.024665207966416743
2010-08-23,1.3420000076293943,1.359333038330078,1.2666670083999634,1.2726670503616333,16321500,0.05447847278521101,-0.004714541764843355,0.06809792706098435
2010-08-24,1.2799999713897705,1.3140000104904177,1.2633329629898071,1.2833329439163208,10096500,-0.0025971222373354875,-0.015584405450919183,0.023896422763457506
2010-08-25,1.3266669511795044,1.3320000171661377,1.237333059310913,1.2773330211639404,7549500,0.03862260600654444,-0.03131521787213979,0.0427977630707325
2010-08-26,1.3166669607162476,1.3513330221176147,1.3066669702529907,1.3259999752044678,6507000,-0.00703847259633702,-0.014579943674958155,0.01910486228270151
2010-08-27,1.3133330345153809,1.324666976928711,1.2999999523162842,1.3166669607162476,5694000,-0.0025320952832697283,-0.012658484565373138,0.006075960323415032
2010-08-30,1.324666976928711,1.3459999561309814,1.307332992553711,1.3133330345153809,10992000,0.008629907354391871,-0.004568560908759851,0.0248732962295848
2010-08-31,1.2986669540405271,1.3193329572677612,1.2886669635772705,1.3106670379638672,3016500,-0.00915570741901185,-0.016785402966091212,0.006611838897968034
2010-09-01,1.363332986831665,1.3793330192565918,1.3066669702529907,1.3079999685287476,7423500,0.042303531830476,-0.0010191118561388092,0.05453597281663578
2010-09-02,1.4040000438690186,1.4160000085830688,1.3539999723434448,1.3580000400543213,7306500,0.03387334496165201,-0.0029455578740015783,0.042709843017697924
2010-09-03,1.4033329486846924,1.4199999570846558,1.3773330450057983,1.391332983970642,6519000,0.008624797120675104,-0.010062249027468724,0.020603962850217716
2010-09-07,1.369333028793335,1.399999976158142,1.3666670322418213,1.3739999532699585,3651000,-0.0033965972600776316,-0.005336915049149541,0.01892287028562599
2010-09-08,1.3933329582214355,1.3966670036315918,1.373332977294922,1.3773330450057983,4326000,0.01161658995524198,-0.0029042124019172163,0.014037242986290265
2010-09-09,1.380666971206665,1.4033329486846924,1.3793330192565918,1.399999976158142,5643000,-0.013809289486225835,-0.014762112323933199,0.002380694702364627
2010-09-10,1.3446669578552246,1.3953330516815186,1.3173329830169678,1.3833329677581787,5799000,-0.027951339846700833,-0.04771084495164611,0.008674761755144974
2010-09-13,1.3813329935073853,1.3933329582214355,1.3666670322418213,1.3926670551300049,5412000,-0.008138385682974024,-0.018669230949644674,0.00047814952538566534
2010-09-14,1.4079999923706057,1.440000057220459,1.3686670064926147,1.369333028793335,9820500,0.0282378083082859,-0.00048638445631236834,0.05160689689154454
2010-09-15,1.4653329849243164,1.4666670560836792,1.3860000371932983,1.3986669778823853,10269000,0.047663960110694154,-0.00905643794369476,0.04861777626597553
2010-09-16,1.3960000276565552,1.5440000295639038,1.3893330097198486,1.476667046546936,40267500,-0.05462776397632359,-0.059142673381457816,0.045597945166055136
2010-09-17,1.348667025566101,1.4213329553604126,1.3200000524520874,1.401332974433899,17977500,-0.03758275144354859,-0.05803968326276476,0.014272111833087443
2010-09-20,1.4040000438690186,1.4233330488204956,1.343999981880188,1.378000020980835,14212500,0.018867940850739073,-0.02467346776703702,0.032897697495964794
2010-09-21,1.3846670389175415,1.4366669654846191,1.378000020980835,1.3926670551300049,11940000,-0.005744385338185932,-0.010531615647216384,0.031593990963265005
2010-09-22,1.324666976928711,1.3966670036315918,1.3200000524520874,1.391332983970642,14443500,-0.04791520635964298,-0.051269489288597106,0.0038337477242344005
2010-09-23,1.3040000200271606,1.3426669836044312,1.2999999523162842,1.3259999752044678,10021500,-0.01659121839268116,-0.019607860764985625,0.012569388168648603
2010-09-24,1.340000033378601,1.3459999561309814,1.309999942779541,1.3300000429153442,8683500,0.007518789579387513,-0.01503766878981691,0.012030009548394891
2010-09-27,1.3686670064926147,1.3873330354690552,1.3366669416427612,1.3600000143051147,6279000,0.006372788306129803,-0.017156670894798064,0.020097809467969824
2010-09-28,1.4266669750213623,1.4326670169830322,1.383999943733215,1.4026670455932615,18217500,0.017110211224752897,-0.013308291457115606,0.02138780652473529
2010-09-29,1.4653329849243164,1.4686670303344729,1.408666968345642,1.4126670360565186,29539500,0.037281218803558724,-0.002831571494754146,0.03964132583873349
2010-09-30,1.3606669902801514,1.476667046546936,1.3459999561309814,1.4666670560836792,32937000,-0.07227275294951474,-0.08227300085058514,0.0068181735055527805
2010-10-01,1.373332977294922,1.3833329677581787,1.3539999723434448,1.3793330192565918,8965500,-0.004349958913405477,-0.018366157091490875,0.0028999149920609707
2010-10-04,1.3993330001831057,1.4113329648971558,1.3533329963684082,1.3619999885559082,9654000,0.027410434611516165,-0.006363430440766286,0.0362209814653185
2010-10-05,1.4079999923706057,1.418666958808899,1.4006669521331787,1.409999966621399,4980000,-0.0014184214880412483,-0.0066191593681975145,0.006146803115369992
2010-10-06,1.3639999628067017,1.4173330068588257,1.3546669483184814,1.4040000438690186,4701000,-0.028490085336527644,-0.03513753134550434,0.009496412089180093
2010-10-07,1.3619999885559082,1.3760000467300415,1.3559999465942385,1.3713330030441284,2115000,-0.006805797328221879,-0.011181132821753075,0.003403289846851957
